student_id,item_id,selected_option
student_10,item_2,C
student_10,item_26,B
student_10,item_0,B
student_10,item_6,C
student_10,item_21,D
student_10,item_29,D
student_10,item_27,C
student_10,item_10,A
student_10,item_13,D
student_10,item_1,C
student_10,item_23,A
student_10,item_22,B
student_10,item_3,A
student_10,item_16,A
student_10,item_9,B
student_10,item_7,A
student_11,item_28,A
student_11,item_8,B
student_11,item_19,A
student_11,item_4,A
student_11,item_2,B
student_11,item_10,C
student_11,item_0,B
student_11,item_6,A
student_11,item_21,B
student_11,item_29,D
student_11,item_27,B
student_11,item_23,C
student_11,item_9,B
student_11,item_22,D
student_11,item_7,A
student_11,item_25,C
student_11,item_17,B
student_11,item_15,C
student_11,item_14,B
student_11,item_3,B
student_12,item_28,D
student_12,item_8,D
student_12,item_19,B
student_12,item_4,B
student_12,item_2,A
student_12,item_26,B
student_12,item_0,C
student_12,item_6,B
student_12,item_21,C
student_12,item_29,B
student_12,item_27,C
student_12,item_1,C
student_12,item_23,A
student_12,item_22,C
student_12,item_16,A
student_12,item_10,A
student_12,item_9,B
student_12,item_7,A
student_12,item_13,B
student_12,item_17,C
student_13,item_28,C
student_13,item_8,B
student_13,item_19,A
student_13,item_4,D
student_13,item_2,D
student_13,item_26,A
student_13,item_20,C
student_13,item_18,A
student_13,item_14,A
student_13,item_9,D
student_13,item_24,C
student_13,item_12,B
student_13,item_5,B
student_13,item_7,D
student_13,item_17,A
student_13,item_11,B
student_13,item_15,A
student_13,item_0,A
student_13,item_6,A
student_13,item_21,A
student_14,item_28,A
student_14,item_8,B
student_14,item_19,B
student_14,item_4,C
student_14,item_2,B
student_14,item_20,A
student_14,item_0,B
student_14,item_6,B
student_14,item_21,C
student_14,item_29,B
student_14,item_27,C
student_14,item_9,B
student_14,item_22,B
student_14,item_7,A
student_14,item_23,A
student_14,item_25,B
student_14,item_17,C
student_14,item_3,A
student_14,item_1,B
student_14,item_16,A
student_15,item_28,A
student_15,item_8,B
student_15,item_19,B
student_15,item_4,C
student_15,item_2,D
student_15,item_26,B
student_15,item_0,B
student_15,item_6,A
student_15,item_21,C
student_15,item_29,B
student_15,item_27,C
student_15,item_9,B
student_15,item_22,B
student_15,item_7,A
student_15,item_23,A
student_15,item_25,A
student_15,item_17,C
student_15,item_3,A
student_15,item_1,C
student_15,item_16,A
student_16,item_28,C
student_16,item_8,B
student_16,item_19,D
student_16,item_4,C
student_16,item_2,C
student_16,item_10,D
student_16,item_0,A
student_16,item_6,D
student_16,item_14,B
student_16,item_21,D
student_16,item_9,B
student_16,item_29,A
student_16,item_12,D
student_16,item_7,A
student_16,item_24,B
student_16,item_27,A
student_16,item_17,A
student_16,item_11,C
student_16,item_20,C
student_16,item_15,D
student_17,item_28,A
student_17,item_8,A
student_17,item_19,B
student_17,item_4,C
student_17,item_2,B
student_17,item_26,D
student_17,item_0,B
student_17,item_6,C
student_17,item_21,A
student_17,item_29,B
student_17,item_27,D
student_17,item_25,A
student_17,item_3,A
student_17,item_16,A
student_17,item_9,B
student_17,item_22,B
student_17,item_7,A
student_17,item_23,A
student_17,item_17,C
student_17,item_1,C
student_18,item_28,D
student_18,item_8,D
student_18,item_19,A
student_18,item_4,C
student_18,item_2,D
student_18,item_26,C
student_18,item_9,A
student_18,item_18,C
student_18,item_14,C
student_18,item_17,D
student_18,item_7,B
student_18,item_5,A
student_18,item_24,A
student_18,item_20,C
student_18,item_12,A
student_18,item_15,A
student_18,item_11,B
student_18,item_0,D
student_18,item_6,D
student_18,item_21,D
student_19,item_28,B
student_19,item_8,B
student_19,item_19,B
student_19,item_4,A
student_19,item_2,A
student_19,item_10,C
student_19,item_0,C
student_19,item_6,C
student_19,item_17,C
student_19,item_21,D
student_19,item_5,A
student_19,item_18,C
student_19,item_14,C
student_19,item_12,B
student_19,item_9,A
student_19,item_20,B
student_19,item_7,D
student_19,item_15,B
student_19,item_11,D
student_19,item_24,D
student_20,item_28,D
student_20,item_8,A
student_20,item_19,B
student_20,item_4,D
student_20,item_2,B
student_20,item_26,B
student_20,item_0,B
student_20,item_6,B
student_20,item_21,B
student_20,item_29,B
student_20,item_27,A
student_20,item_25,A
student_20,item_22,D
student_20,item_10,B
student_20,item_3,A
student_20,item_13,A
student_20,item_23,A
student_20,item_1,B
student_20,item_16,A
student_20,item_9,C
student_21,item_28,A
student_21,item_8,A
student_21,item_19,C
student_21,item_4,C
student_21,item_2,B
student_21,item_10,A
student_21,item_0,B
student_21,item_6,A
student_21,item_21,D
student_21,item_29,D
student_21,item_27,A
student_21,item_3,A
student_21,item_16,A
student_21,item_1,C
student_21,item_22,B
student_21,item_25,A
student_21,item_9,D
student_21,item_23,A
student_21,item_7,A
student_21,item_17,C
student_22,item_28,A
student_22,item_8,C
student_22,item_19,B
student_22,item_4,C
student_22,item_2,A
student_22,item_26,B
student_22,item_0,D
student_22,item_6,C
student_22,item_21,C
student_22,item_29,A
student_22,item_27,B
student_22,item_13,D
student_22,item_16,D
student_22,item_23,B
student_22,item_9,B
student_22,item_22,D
student_22,item_7,B
student_22,item_17,C
student_22,item_11,A
student_22,item_3,C
student_23,item_28,B
student_23,item_8,A
student_23,item_19,B
student_23,item_4,A
student_23,item_2,C
student_23,item_10,B
student_23,item_17,A
student_23,item_20,A
student_23,item_11,C
student_23,item_14,B
student_23,item_15,A
student_23,item_12,C
student_23,item_5,C
student_23,item_18,C
student_23,item_24,C
student_23,item_9,D
student_23,item_7,D
student_23,item_0,B
student_23,item_6,C
student_23,item_21,C
student_24,item_28,B
student_24,item_8,A
student_24,item_19,D
student_24,item_4,D
student_24,item_24,D
student_24,item_18,A
student_24,item_5,A
student_24,item_14,B
student_24,item_11,D
student_24,item_9,C
student_24,item_15,B
student_24,item_7,C
student_24,item_20,C
student_24,item_17,D
student_24,item_12,A
student_24,item_2,D
student_24,item_0,C
student_24,item_6,D
student_24,item_21,D
student_24,item_29,C
student_25,item_28,B
student_25,item_8,C
student_25,item_19,C
student_25,item_4,B
student_25,item_18,D
student_25,item_7,A
student_25,item_17,D
student_25,item_5,C
student_25,item_14,A
student_25,item_11,A
student_25,item_24,C
student_25,item_12,B
student_25,item_20,A
student_25,item_2,B
student_25,item_0,C
student_25,item_6,B
student_25,item_21,C
student_25,item_29,D
student_25,item_27,C
student_25,item_16,A
student_26,item_28,A
student_26,item_8,A
student_26,item_19,B
student_26,item_4,C
student_26,item_2,B
student_26,item_26,B
student_26,item_0,B
student_26,item_6,B
student_26,item_21,C
student_26,item_29,B
student_26,item_27,C
student_26,item_9,B
student_26,item_22,B
student_26,item_7,A
student_26,item_23,A
student_26,item_25,A
student_26,item_17,C
student_26,item_3,A
student_26,item_1,C
student_26,item_16,C
student_27,item_28,A
student_27,item_8,D
student_27,item_19,A
student_27,item_4,A
student_27,item_2,A
student_27,item_26,D
student_27,item_17,C
student_27,item_0,D
student_27,item_12,A
student_27,item_7,C
student_27,item_14,D
student_27,item_15,D
student_27,item_18,C
student_27,item_11,D
student_27,item_20,C
student_27,item_9,D
student_27,item_5,D
student_27,item_24,B
student_27,item_6,D
student_27,item_21,A
student_28,item_28,A
student_28,item_8,B
student_28,item_19,D
student_28,item_4,C
student_28,item_2,B
student_28,item_10,A
student_28,item_0,B
student_28,item_6,B
student_28,item_21,C
student_28,item_29,B
student_28,item_27,C
student_28,item_9,D
student_28,item_22,B
student_28,item_7,A
student_28,item_23,A
student_28,item_13,B
student_28,item_17,C
student_28,item_3,A
student_28,item_1,C
student_28,item_16,A
student_29,item_28,A
student_29,item_8,C
student_29,item_19,B
student_29,item_4,C
student_29,item_2,B
student_29,item_26,B
student_29,item_0,B
student_29,item_6,B
student_29,item_21,C
student_29,item_29,B
student_29,item_27,C
student_29,item_9,B
student_29,item_22,C
student_29,item_7,A
student_29,item_23,C
student_29,item_25,A
student_29,item_17,C
student_29,item_3,B
student_29,item_1,C
student_29,item_16,A
student_30,item_28,C
student_30,item_8,B
student_30,item_19,B
student_30,item_4,A
student_30,item_2,B
student_30,item_10,A
student_30,item_0,B
student_30,item_6,B
student_30,item_21,C
student_30,item_29,B
student_30,item_27,C
student_30,item_9,B
student_30,item_22,B
student_30,item_7,A
student_30,item_23,A
student_30,item_24,B
student_30,item_17,C
student_30,item_3,A
student_30,item_1,C
student_30,item_16,A
student_31,item_28,A
student_31,item_8,C
student_31,item_19,B
student_31,item_4,D
student_31,item_2,B
student_31,item_26,D
student_31,item_0,C
student_31,item_6,B
student_31,item_21,B
student_31,item_29,A
student_31,item_27,C
student_31,item_23,A
student_31,item_1,C
student_31,item_22,D
student_31,item_25,A
student_31,item_3,B
student_31,item_10,A
student_31,item_16,A
student_31,item_13,A
student_31,item_9,A
student_32,item_28,A
student_32,item_8,A
student_32,item_19,A
student_32,item_4,C
student_32,item_2,B
student_32,item_10,A
student_32,item_0,B
student_32,item_6,B
student_32,item_21,C
student_32,item_29,B
student_32,item_27,C
student_32,item_9,B
student_32,item_22,B
student_32,item_7,B
student_32,item_23,A
student_32,item_24,B
student_32,item_17,C
student_32,item_3,A
student_32,item_1,C
student_32,item_16,A
student_33,item_28,B
student_33,item_8,C
student_33,item_19,B
student_33,item_4,C
student_33,item_2,D
student_33,item_26,B
student_33,item_0,B
student_33,item_6,A
student_33,item_21,B
student_33,item_29,B
student_33,item_27,C
student_33,item_13,B
student_33,item_23,D
student_33,item_22,B
student_33,item_16,C
student_33,item_25,D
student_33,item_10,A
student_33,item_1,C
student_33,item_3,A
student_33,item_9,B
student_34,item_28,A
student_34,item_8,B
student_34,item_19,B
student_34,item_4,C
student_34,item_2,B
student_34,item_11,A
student_34,item_0,B
student_34,item_6,A
student_34,item_21,C
student_34,item_29,B
student_34,item_27,C
student_34,item_9,B
student_34,item_22,B
student_34,item_7,A
student_34,item_23,A
student_34,item_24,B
student_34,item_17,C
student_34,item_3,A
student_34,item_1,C
student_34,item_16,A
student_35,item_28,A
student_35,item_8,D
student_35,item_19,C
student_35,item_4,B
student_35,item_2,D
student_35,item_10,B
student_35,item_15,C
student_35,item_0,A
student_35,item_17,C
student_35,item_6,D
student_35,item_12,D
student_35,item_9,B
student_35,item_20,D
student_35,item_18,B
student_35,item_14,B
student_35,item_21,B
student_35,item_11,A
student_35,item_29,B
student_35,item_27,A
student_35,item_22,A
student_36,item_28,C
student_36,item_8,C
student_36,item_19,B
student_36,item_4,A
student_36,item_2,B
student_36,item_10,A
student_36,item_0,B
student_36,item_6,D
student_36,item_21,B
student_36,item_29,B
student_36,item_27,C
student_36,item_3,C
student_36,item_1,B
student_36,item_26,B
student_36,item_25,C
student_36,item_23,A
student_36,item_13,B
student_36,item_22,D
student_36,item_16,C
student_36,item_9,B
student_37,item_28,A
student_37,item_8,D
student_37,item_19,D
student_37,item_4,B
student_37,item_2,B
student_37,item_26,B
student_37,item_0,A
student_37,item_6,B
student_37,item_21,C
student_37,item_29,A
student_37,item_27,D
student_37,item_16,A
student_37,item_25,D
student_37,item_13,A
student_37,item_22,A
student_37,item_3,B
student_37,item_9,B
student_37,item_1,C
student_37,item_23,B
student_37,item_10,B
student_38,item_28,B
student_38,item_8,B
student_38,item_19,B
student_38,item_4,D
student_38,item_2,A
student_38,item_10,B
student_38,item_0,A
student_38,item_6,A
student_38,item_5,C
student_38,item_21,C
student_38,item_29,A
student_38,item_27,A
student_38,item_9,B
student_38,item_22,B
student_38,item_25,D
student_38,item_16,B
student_38,item_7,D
student_38,item_15,B
student_38,item_14,D
student_38,item_11,A
student_39,item_28,D
student_39,item_8,B
student_39,item_19,C
student_39,item_4,C
student_39,item_2,C
student_39,item_10,C
student_39,item_0,B
student_39,item_6,B
student_39,item_21,B
student_39,item_29,B
student_39,item_27,D
student_39,item_16,A
student_39,item_13,C
student_39,item_23,D
student_39,item_25,B
student_39,item_1,D
student_39,item_9,D
student_39,item_17,D
student_39,item_7,D
student_39,item_18,B
student_40,item_28,A
student_40,item_8,C
student_40,item_19,C
student_40,item_4,C
student_40,item_2,B
student_40,item_26,B
student_40,item_0,B
student_40,item_6,D
student_40,item_21,C
student_40,item_29,B
student_40,item_27,B
student_40,item_10,A
student_40,item_9,B
student_40,item_22,B
student_40,item_7,A
student_40,item_23,C
student_40,item_24,B
student_40,item_17,C
student_40,item_3,A
student_40,item_1,C
student_41,item_28,A
student_41,item_8,B
student_41,item_19,C
student_41,item_4,C
student_41,item_2,B
student_41,item_26,B
student_41,item_0,B
student_41,item_6,B
student_41,item_21,C
student_41,item_29,B
student_41,item_27,C
student_41,item_9,B
student_41,item_22,B
student_41,item_7,A
student_41,item_23,A
student_41,item_25,A
student_41,item_17,C
student_41,item_3,A
student_41,item_1,C
student_41,item_16,A
student_42,item_28,A
student_42,item_8,B
student_42,item_19,B
student_42,item_4,C
student_42,item_2,A
student_42,item_26,B
student_42,item_0,C
student_42,item_6,B
student_42,item_21,C
student_42,item_29,B
student_42,item_27,C
student_42,item_9,B
student_42,item_22,B
student_42,item_7,A
student_42,item_23,D
student_42,item_25,A
student_42,item_17,C
student_42,item_3,A
student_42,item_1,C
student_42,item_16,A
student_43,item_28,D
student_43,item_8,B
student_43,item_19,D
student_43,item_4,D
student_43,item_2,B
student_43,item_10,A
student_43,item_0,B
student_43,item_6,B
student_43,item_21,C
student_43,item_29,B
student_43,item_27,C
student_43,item_9,B
student_43,item_22,B
student_43,item_7,A
student_43,item_23,D
student_43,item_13,B
student_43,item_17,C
student_43,item_3,A
student_43,item_1,C
student_43,item_16,A
student_44,item_28,A
student_44,item_8,B
student_44,item_19,D
student_44,item_4,D
student_44,item_2,C
student_44,item_26,B
student_44,item_0,C
student_44,item_6,D
student_44,item_21,D
student_44,item_29,D
student_44,item_14,D
student_44,item_12,B
student_44,item_24,B
student_44,item_27,D
student_44,item_9,B
student_44,item_22,B
student_44,item_1,D
student_44,item_13,A
student_44,item_7,B
student_44,item_20,D
student_45,item_28,A
student_45,item_8,D
student_45,item_19,D
student_45,item_4,C
student_45,item_2,C
student_45,item_10,A
student_45,item_0,B
student_45,item_6,B
student_45,item_21,C
student_45,item_29,A
student_45,item_27,A
student_45,item_16,C
student_45,item_25,B
student_45,item_23,D
student_45,item_26,C
student_45,item_22,C
student_45,item_9,B
student_45,item_1,A
student_45,item_7,A
student_45,item_13,C
student_46,item_28,C
student_46,item_8,B
student_46,item_19,D
student_46,item_4,C
student_46,item_2,A
student_46,item_26,D
student_46,item_0,B
student_46,item_6,C
student_46,item_21,C
student_46,item_29,B
student_46,item_27,B
student_46,item_16,A
student_46,item_10,A
student_46,item_23,A
student_46,item_22,B
student_46,item_3,D
student_46,item_1,C
student_46,item_25,A
student_46,item_9,B
student_46,item_7,A
student_47,item_28,A
student_47,item_8,A
student_47,item_19,B
student_47,item_4,B
student_47,item_2,B
student_47,item_26,A
student_47,item_0,B
student_47,item_6,B
student_47,item_21,C
student_47,item_29,B
student_47,item_27,B
student_47,item_13,B
student_47,item_9,B
student_47,item_22,A
student_47,item_7,A
student_47,item_23,A
student_47,item_17,C
student_47,item_3,A
student_47,item_1,C
student_47,item_16,A
student_48,item_28,A
student_48,item_8,B
student_48,item_19,B
student_48,item_4,B
student_48,item_2,B
student_48,item_26,B
student_48,item_0,A
student_48,item_6,D
student_48,item_21,D
student_48,item_29,B
student_48,item_27,C
student_48,item_16,A
student_48,item_9,B
student_48,item_22,B
student_48,item_7,A
student_48,item_23,B
student_48,item_25,A
student_48,item_17,C
student_48,item_3,A
student_48,item_1,C
student_49,item_28,A
student_49,item_8,B
student_49,item_19,D
student_49,item_4,C
student_49,item_2,B
student_49,item_10,A
student_49,item_0,B
student_49,item_6,A
student_49,item_21,C
student_49,item_29,B
student_49,item_27,C
student_49,item_9,B
student_49,item_22,B
student_49,item_7,A
student_49,item_23,B
student_49,item_24,B
student_49,item_17,C
student_49,item_3,A
student_49,item_1,C
student_49,item_16,A
student_50,item_28,A
student_50,item_8,B
student_50,item_19,B
student_50,item_4,A
student_50,item_2,B
student_50,item_26,B
student_50,item_0,B
student_50,item_6,C
student_50,item_21,C
student_50,item_29,B
student_50,item_27,C
student_50,item_9,B
student_50,item_22,B
student_50,item_7,A
student_50,item_23,A
student_50,item_25,D
student_50,item_17,C
student_50,item_3,A
student_50,item_1,C
student_50,item_16,A
